stage_index,stage_name,i,x[m],dx[m],qprime[W/m],UA_prime[W/K/m],Tgw[K],Tww[K],boiling,gas_T[K],gas_P[Pa],water_h[J/kg],water_P[Pa],water_T[K],water_x[-]
0,HX_1,0,0.0,0.10552,2166871.0504031,1201.1098195658758,917.9510991862518,820.8916949533527,True,2176.59,115000.0,840590.5849833292,1000000,453.0356323914666,0.03867470291081099
0,HX_1,1,0.10552,0.10552,1812700.4886238966,1030.2731971826533,740.8950188651709,735.4292626772088,True,2160.155465954077,115000.0,863455.4083071827,1000000,453.0356323914666,0.05002518287344408
0,HX_1,2,0.21104,0.10552,1704932.1137973657,1000.5262060509613,717.3789669683287,717.0711710268392,True,2146.3923152823927,115000.0,882583.0238631421,1000000,453.0356323914666,0.05952045051779847
0,HX_1,3,0.31656,0.10552,1660556.5655673016,985.8473383401222,710.1415157390725,710.124182667794,True,2133.434983662002,115000.0,900573.4675279319,1000000,453.0356323914666,0.06845120705345233
0,HX_1,4,0.42208,0.10552,1625840.9336202838,973.0496418145548,704.7574040675087,704.7564279813442,True,2120.803221733113,115000.0,918095.660407798,1000000,453.0356323914666,0.07714951608332474
0,HX_1,5,0.5276000000000001,0.10552,1593230.3450237496,960.7456027987719,699.7181957347018,699.7181407678595,True,2108.4242750014764,115000.0,935251.5339393592,1000000,453.0356323914666,0.08566597807401527
0,HX_1,6,0.63312,0.10552,1561791.9938989433,948.7806181071312,694.8610663382226,694.8610632428466,True,2096.2827143446925,115000.0,952063.3005400498,1000000,453.0356323914666,0.09401161964031285
0,HX_1,7,0.73864,0.10552,1531382.330076097,937.1283600949511,690.1628479601459,690.1628477858345,True,2084.370166139371,115000.0,968543.3296596714,1000000,453.0356323914666,0.10219258118357262
0,HX_1,8,0.84416,0.10552,1501946.8995049514,925.7761383428235,685.615082552555,685.6150825427391,True,2072.6793169587017,115000.0,984702.4760066344,1000000,453.0356323914666,0.11021425116223867
0,HX_1,9,0.9496800000000001,0.10552,1473442.747022261,914.713078974194,681.211135708442,681.2111357078895,True,2061.203238081189,115000.0,1000551.0196902107,1000000,453.0356323914666,0.11808173279415142
0,HX_1,10,1.0552000000000001,0.10552,1445830.0522746295,903.9288985056558,676.9448591222522,676.944859122221,True,2049.9352999906414,115000.0,1016098.7875567896,1000000,453.0356323914666,0.1257999042898904
0,HX_1,11,1.16072,0.10552,1419071.1479547662,893.4137617915271,672.8104369342889,672.8104369342875,True,2038.8691503869218,115000.0,1031355.1862683914,1000000,453.0356323914666,0.1333734352735006
0,HX_1,12,1.26624,0.10552,1393130.3123516995,883.1582506179279,668.8023536430194,668.8023536430194,True,2027.9986995291772,115000.0,1046329.2250216102,1000000,453.0356323914666,0.14080679806055474
0,HX_1,13,1.37176,0.10552,1367973.6477254888,873.1533440321692,664.9153753325437,664.9153753325438,True,2017.3181070252426,115000.0,1061029.5360775453,1000000,453.0356323914666,0.1481042778495542
0,HX_1,14,1.47728,0.10552,1343568.9735899102,863.3904004404496,661.1445331999939,661.1445331999939,True,2006.821769424525,115000.0,1075464.3940083445,1000000,453.0356323914666,0.15526998227623418
0,HX_1,15,1.5828,0.10552,1319885.7273507225,853.861140484881,657.4851082176724,657.4851082176727,True,1996.504308511294,115000.0,1089641.7338176651,1000000,453.0356323914666,0.16230785040886286
0,HX_1,16,1.68832,0.10552,1296894.871185817,844.557630604909,653.9326167585257,653.9326167585259,True,1986.360560251929,115000.0,1103569.16801267,1000000,453.0356323914666,0.16922166122306562
0,HX_1,17,1.79384,0.10552,1274568.8047170485,835.4722672716794,650.4827971155433,650.4827971155435,True,1976.3855643572665,115000.0,1117254.0026934228,1000000,453.0356323914666,0.17601504158886905
0,HX_1,18,1.8993600000000002,0.10552,1252881.2831067368,826.5977618875587,647.1315968584618,647.1315968584619,True,1966.5745544238184,115000.0,1130703.2527207972,1000000,453.0356323914666,0.18269147380030445
0,HX_1,19,2.00488,0.10552,1231807.3402371616,817.9271263396774,643.8751609750313,643.8751609750316,True,1956.9229486196932,115000.0,1143923.6560201396,1000000,453.0356323914666,0.18925430267598473
0,HX_1,20,2.1104000000000003,0.10552,1211323.2166509347,809.4536591932957,640.7098207471427,640.7098207471428,True,1947.426340883008,115000.0,1156921.687074322,1000000,453.0356323914666,0.19570674225728107
0,HX_1,21,2.21592,0.10552,1191406.291948534,801.1709325082181,637.6320833149349,637.6320833149351,True,1938.0804926024334,115000.0,1169703.5696564226,1000000,453.0356323914666,0.20205188212903805
0,HX_1,22,2.32144,0.10552,1172035.0213571556,793.0727792596147,634.6386218847706,634.638621884771,True,1928.8813247512967,115000.0,1182275.2888490635,1000000,453.0356323914666,0.20829269338617354
0,HX_1,23,2.4269600000000002,0.10552,1153188.8762024022,785.153281343334,631.7262665396431,631.7262665396431,True,1919.824910448375,115000.0,1194642.6023944241,1000000,453.0356323914666,0.21443203426801505
0,HX_1,24,2.53248,0.10552,1134848.2880307625,777.406758144801,628.8919956131083,628.8919956131084,True,1910.9074679201065,115000.0,1206811.0514161119,1000000,453.0356323914666,0.22047265548081485
0,HX_1,25,2.638,0.10552,1116994.5961466827,769.8277556500936,626.1329275902983,626.1329275902984,True,1902.1253538404892,115000.0,1218785.9705514126,1000000,453.0356323914666,0.22641720522756856
